#Year  Day  mSec  Ne  n_mu  RA  DEC
2020.0 16.0 39653453.0 23100.0 0.0 304.86 38.72
2020.0 17.0 47535374.0 35200.0 4.2 304.77 43.09
2020.0 18.0 48365614.0 23200.0 6.0 311.73 39.36
2020.0 19.0 37487991.0 24300.0 2.1 302.56 40.05
2020.0 20.0 36291420.0 98300.0 8.4 304.61 37.07
2020.0 21.0 58879551.0 6770.0 6.8 313.18 40.17
2020.0 24.0 41723845.0 21400.0 2.2 308.12 45.36
2020.0 25.0 47032228.0 18100.0 1.8 307.08 39.59
2020.0 88.0 21711804.0 3580.0 6.2 302.52 44.24
2020.0 88.0 22135499.0 87700.0 6.4 303.27 38.09
2020.0 88.0 26548494.0 568000.0 26.0 311.1 37.76
2020.0 88.0 33661402.0 49500.0 2.7 306.99 43.18
2020.0 88.0 33890266.0 501000.0 17.8 302.3 43.06
2020.0 94.0 36571291.0 61800.0 6.6 308.64 37.43
2020.0 95.0 28971176.0 162000.0 8.3 306.22 37.84
2020.0 99.0 23136409.0 56500.0 1.6 303.31 40.65
2020.0 99.0 25067271.0 6700.0 2.3 307.57 37.08
2020.0 102.0 22848353.0 58000.0 8.3 309.55 37.91
2020.0 105.0 24055410.0 278000.0 2.9 304.13 37.58
2020.0 105.0 33717695.0 1410000.0 88.8 301.84 40.29
2020.0 106.0 21294119.0 56400.0 2.5 301.26 41.26
2020.0 106.0 26743047.0 208000.0 7.0 304.46 41.53
2020.0 107.0 17165436.0 409000.0 14.3 308.61 38.78
2020.0 107.0 31057367.0 60200.0 8.0 306.79 36.62
2020.0 114.0 12275423.0 210000.0 15.9 303.45 40.92
2020.0 114.0 16252462.0 3820.0 5.0 306.73 43.51
2020.0 115.0 17782514.0 320000.0 13.5 308.18 42.12
2020.0 116.0 23502743.0 706000.0 39.1 306.81 39.51
2020.0 116.0 31928465.0 79200.0 2.1 305.44 39.79
2020.0 117.0 31626534.0 87100.0 5.5 308.51 43.3
2020.0 121.0 21386541.0 364000.0 13.8 301.85 43.41
2020.0 121.0 24939935.0 164000.0 4.5 307.75 37.35
2020.0 122.0 17802812.0 95400.0 0.8 312.34 41.48
2020.0 123.0 29106505.0 27200.0 3.3 306.79 36.84
2020.0 124.0 22337051.0 29500.0 4.0 308.12 45.51
2020.0 126.0 16671271.0 108000.0 5.6 303.9 40.11
2020.0 127.0 24805976.0 23300.0 1.8 306.84 36.96
2020.0 129.0 15964364.0 75600.0 6.4 304.57 38.04
2020.0 129.0 18994655.0 144000.0 5.7 303.45 42.54
2020.0 131.0 15262016.0 4440.0 2.7 306.83 40.02
2020.0 132.0 7399603.0 195000.0 2.6 301.11 41.56
2020.0 135.0 10116265.0 64300.0 10.4 312.0 42.14
2020.0 135.0 13348208.0 58100.0 1.6 312.35 41.94
2020.0 135.0 23716115.0 167000.0 7.0 305.54 45.31
2020.0 139.0 19600799.0 39900.0 2.2 308.36 45.9
2020.0 139.0 22085819.0 13900.0 2.7 306.35 42.75
2020.0 139.0 27826822.0 18000.0 0.0 310.37 43.72
2020.0 140.0 6842017.0 35600.0 23.7 308.64 45.17
2020.0 140.0 11917694.0 436000.0 12.6 304.31 44.42
2020.0 141.0 9166595.0 6140.0 1.2 308.47 38.85
2020.0 143.0 14674088.0 58100.0 6.3 303.13 41.77
2020.0 144.0 17070990.0 29900.0 3.3 308.96 44.39
2020.0 145.0 18789820.0 24600.0 8.7 308.73 38.51
2020.0 148.0 14200474.0 22600.0 0.8 308.83 40.55
2020.0 149.0 14206025.0 13600.0 0.0 313.0 41.17
2020.0 150.0 11236960.0 2100.0 2.4 301.45 39.56
2020.0 151.0 3822221.0 248000.0 13.1 308.21 42.35
2020.0 152.0 7760524.0 251000.0 8.9 309.14 43.6
2020.0 152.0 19271918.0 69000.0 34.3 308.38 43.48
2020.0 153.0 5316564.0 144000.0 16.4 307.02 37.91
2020.0 154.0 5726853.0 21600.0 3.3 306.12 42.63
2020.0 154.0 17042176.0 33700.0 3.3 302.1 39.01
2020.0 154.0 17489237.0 38600.0 3.3 307.34 43.45
2020.0 156.0 12234719.0 60000.0 2.7 305.89 40.72
2020.0 160.0 21385337.0 19200.0 4.3 305.26 41.13
2020.0 164.0 1585888.0 18700.0 5.6 312.72 42.45
2020.0 164.0 16242075.0 179000.0 21.6 304.62 43.59
2020.0 166.0 8630178.0 27000.0 0.7 302.65 43.07
2020.0 167.0 14405607.0 99900.0 4.8 309.03 43.87
2020.0 169.0 10603231.0 36700.0 3.0 310.21 39.72
2020.0 171.0 4461012.0 829000.0 29.7 302.37 41.34
2020.0 171.0 6401693.0 33800.0 0.0 305.02 40.04
2020.0 171.0 16163472.0 167000.0 9.9 303.15 42.82
2020.0 172.0 17725081.0 98900.0 12.1 308.95 41.3
2020.0 175.0 11206389.0 127000.0 4.2 305.42 41.25
2020.0 176.0 5033076.0 36000.0 8.1 305.36 37.29
2020.0 176.0 7073991.0 403000.0 18.9 301.48 41.17
2020.0 177.0 3626013.0 69500.0 16.0 305.69 39.02
2020.0 178.0 2017795.0 132000.0 3.9 305.47 42.46
2020.0 178.0 2810765.0 39900.0 9.7 306.98 43.01
2020.0 178.0 17932106.0 19800.0 0.8 310.32 43.67
2020.0 180.0 15793034.0 12200.0 0.0 305.75 39.61
2020.0 199.0 81203242.0 28900.0 3.2 305.91 38.03
2020.0 200.0 13578692.0 91600.0 4.1 311.49 39.09
2020.0 200.0 81531200.0 132000.0 1.6 311.21 42.09
2020.0 200.0 84157975.0 25800.0 5.6 307.2 41.25
2020.0 221.0 2176515.0 515000.0 31.9 306.27 45.16
2020.0 222.0 83588863.0 60600.0 5.6 304.16 38.13
2020.0 224.0 82121681.0 48200.0 2.9 307.98 39.48
2020.0 225.0 3506324.0 259000.0 15.9 304.57 42.98
2020.0 226.0 2298969.0 8790.0 1.7 307.24 38.32
2020.0 226.0 83713495.0 3580000.0 172.3 305.36 44.85
2020.0 229.0 85035961.0 14500.0 0.0 306.43 36.86
2020.0 230.0 77048830.0 35500.0 1.6 308.87 42.62
2020.0 231.0 6393639.0 235000.0 40.8 308.3 42.74
2020.0 231.0 74621613.0 51400.0 4.3 310.27 45.26
2020.0 233.0 71010029.0 6140.0 2.5 305.97 38.87
2020.0 234.0 3309657.0 286000.0 18.6 308.95 44.17
2020.0 234.0 78195580.0 14100.0 5.5 309.01 45.67
2020.0 237.0 74421583.0 24300.0 9.2 311.41 39.61
2020.0 239.0 82238572.0 294000.0 15.0 307.0 39.14
2020.0 239.0 82917718.0 49100.0 2.7 305.16 38.74
2020.0 240.0 76468083.0 54400.0 3.1 304.1 40.1
2020.0 240.0 78166397.0 212000.0 2.7 305.65 41.31
2020.0 241.0 395846.0 70000.0 5.0 312.83 42.16
2020.0 241.0 84465980.0 33800.0 6.0 303.81 39.33
2020.0 241.0 86250412.0 30100.0 5.0 303.67 44.85
2020.0 242.0 79401550.0 61300.0 0.9 312.52 39.97
2020.0 242.0 86314536.0 75100.0 46.6 309.97 41.51
2020.0 243.0 594758.0 39300.0 12.9 309.59 37.45
2020.0 243.0 67239250.0 11600.0 0.0 309.28 39.61
2020.0 245.0 78596479.0 91500.0 13.1 307.63 40.42
2020.0 246.0 68749115.0 414000.0 57.0 301.53 42.68
2020.0 246.0 85050109.0 50400.0 21.6 309.05 44.24
2020.0 250.0 79323421.0 11800.0 0.0 304.88 45.12
2020.0 250.0 84771521.0 26300.0 15.7 309.35 38.62
2020.0 253.0 73449281.0 11100.0 2.5 312.93 40.92
2020.0 253.0 76153559.0 122000.0 6.3 304.27 42.42
2020.0 256.0 74021223.0 7180.0 1.2 311.83 40.75
2020.0 256.0 79851613.0 214000.0 8.9 301.01 40.82
2020.0 257.0 80190756.0 8640.0 6.4 303.25 42.61
2020.0 257.0 81267715.0 409000.0 49.4 311.67 39.82
2020.0 262.0 75936462.0 315000.0 9.1 306.82 40.25
2020.0 264.0 76796769.0 83600.0 7.1 310.66 42.86
2020.0 264.0 79173213.0 56900.0 6.0 306.12 40.33
2020.0 265.0 80061578.0 24800.0 6.4 303.05 43.38
2020.0 269.0 64341103.0 71700.0 8.7 304.21 37.83
2020.0 269.0 82108164.0 12800.0 1.0 309.97 43.25
2020.0 272.0 64437725.0 104000.0 10.3 302.68 44.25
2020.0 272.0 77205410.0 17100.0 1.9 304.95 43.54
2020.0 272.0 79271065.0 135000.0 2.2 312.62 39.71
2020.0 273.0 69046173.0 100000.0 5.3 302.07 39.59
2020.0 275.0 65355918.0 77900.0 8.1 310.77 38.59
2020.0 275.0 82026940.0 11900.0 3.7 310.67 40.61
2020.0 275.0 83555084.0 14000.0 3.7 309.47 37.56
2020.0 276.0 74313478.0 38400.0 5.2 310.08 38.75
2020.0 278.0 59272320.0 23500.0 2.3 310.8 43.28
2020.0 278.0 75717295.0 60600.0 5.4 311.4 39.86
2020.0 279.0 59797891.0 86800.0 5.1 307.72 43.85
2020.0 279.0 61557519.0 58000.0 8.2 305.71 37.03
2020.0 279.0 63092647.0 11300.0 0.8 307.1 41.93
2020.0 279.0 70533064.0 117000.0 4.0 311.95 42.95
2020.0 280.0 72369980.0 47100.0 25.7 303.07 44.92
2020.0 280.0 72787312.0 59000.0 5.8 302.91 39.23
2020.0 281.0 72904826.0 52000.0 2.2 310.82 44.04
2020.0 281.0 78918631.0 39800.0 3.4 305.91 36.91
2020.0 283.0 67923220.0 174000.0 3.1 307.0 42.66
2020.0 284.0 60141158.0 9820.0 5.3 306.51 45.43
2020.0 284.0 66498131.0 9030.0 4.3 307.81 43.43
2020.0 287.0 63920826.0 57900.0 0.0 305.15 36.99
2020.0 289.0 66422102.0 304000.0 11.8 302.55 40.93
2020.0 289.0 78296945.0 503000.0 28.2 303.8 43.34
2020.0 290.0 60666296.0 404000.0 21.4 303.4 43.0
2020.0 290.0 68775902.0 27000.0 3.7 307.43 45.48
2020.0 291.0 68515752.0 209000.0 3.1 312.61 42.69
2020.0 292.0 69059525.0 28200.0 11.3 310.61 38.55
2020.0 293.0 55531225.0 21700.0 0.0 311.63 43.45
2020.0 293.0 59269444.0 5110.0 1.8 306.67 42.99
2020.0 294.0 63477763.0 48300.0 5.3 305.61 42.69
2020.0 294.0 63742253.0 132000.0 3.5 307.26 45.22
2020.0 294.0 73216079.0 121000.0 5.1 312.07 42.74
2020.0 295.0 55045294.0 16200.0 4.3 302.48 40.27
2020.0 295.0 59715928.0 270000.0 6.5 308.67 41.66
2020.0 296.0 70906405.0 610000.0 28.8 302.49 39.59
2020.0 297.0 55435710.0 9820.0 1.6 309.11 41.89
2020.0 297.0 56245313.0 73600.0 13.1 309.71 45.34
2020.0 297.0 60905887.0 44700.0 15.8 306.95 39.98
2020.0 298.0 59878553.0 22500.0 2.1 309.88 39.17
2020.0 298.0 64765785.0 62700.0 11.3 313.24 41.25
2020.0 298.0 69988503.0 182000.0 18.3 304.88 43.42
2020.0 299.0 62469480.0 103000.0 5.5 304.63 41.6
2020.0 305.0 59286866.0 92200.0 8.4 304.22 41.83
2020.0 305.0 60254210.0 30300.0 2.4 303.15 41.77
2020.0 306.0 61639660.0 71700.0 1.6 308.19 41.97
2020.0 306.0 74738800.0 31800.0 9.0 308.41 39.18
2020.0 307.0 60289361.0 224000.0 11.7 305.96 37.3
2020.0 308.0 67371753.0 53500.0 5.7 303.35 42.28
2020.0 312.0 59016332.0 101000.0 5.2 311.26 38.71
2020.0 312.0 67049428.0 14400.0 0.8 302.45 43.86
2020.0 313.0 69401378.0 30500.0 3.9 304.72 38.15
2020.0 315.0 57961181.0 110000.0 0.0 310.23 43.86
2020.0 315.0 66126750.0 5800.0 0.0 308.51 45.02
2020.0 315.0 67379226.0 95000.0 3.5 311.55 43.61
2020.0 315.0 71043041.0 146000.0 7.2 308.72 39.54
2020.0 316.0 55754417.0 2910.0 2.8 303.31 43.39
2020.0 316.0 73172091.0 3860000.0 597.2 307.63 39.56
2020.0 317.0 74475907.0 41500.0 1.6 308.04 45.1
2020.0 319.0 59819454.0 50600.0 3.2 304.49 40.76
2020.0 319.0 61448803.0 110000.0 15.7 309.06 41.98
2020.0 319.0 68677564.0 276000.0 4.6 311.57 40.55
2020.0 320.0 64333233.0 82900.0 11.8 308.3 40.45
2020.0 320.0 64709158.0 70600.0 9.6 305.16 42.28
2020.0 321.0 64718462.0 86700.0 8.4 307.99 38.2
2020.0 322.0 60705177.0 35300.0 6.4 304.16 42.61
2020.0 322.0 63303153.0 44300.0 11.3 309.6 44.23
2020.0 323.0 69531356.0 51800.0 12.7 306.23 45.87
2020.0 324.0 55707320.0 78600.0 10.1 302.74 40.41
2020.0 325.0 60151595.0 106000.0 5.7 308.62 43.98
2020.0 325.0 60371830.0 142000.0 11.7 308.3 37.86
2020.0 325.0 60534976.0 385000.0 10.1 305.49 41.89
